,A,B,C,D
2000-01-25,-9.505148511228425,3.459123076754885,0.10651859896475346,1.6706545759316604
2000-01-26,-8.744169825852946,5.730662166559796,0.5273284033611098,1.594880964225113
2000-01-27,-9.020409164532355,5.383232950895528,-0.001268639730444665,1.0125819513444023
2000-01-28,-10.391157791339586,4.699508972198705,-0.24879295648747154,0.4649720409522359
2000-01-29,-11.136241572380673,5.663683828882872,0.9874455160238431,-1.5767626353149788
2000-01-30,-10.6127887351289,7.031327468725746,-0.3501059057067051,-1.060676898186904
2000-01-31,-8.004976063419003,8.298717163800532,-1.1916035657562023,-0.059183673828946626
2000-02-01,-8.386550829373855,7.981982132386434,-0.29934619696965736,0.7775223127686952
2000-02-02,-8.52096517449766,9.015269822949701,-2.652622413785476,0.30257524869420044
2000-02-03,-7.722865359524926,8.151190059219763,-2.836892832724987,0.1988120960064175
2000-02-04,-6.514160007855475,7.858223381706092,-3.7685151043232876,0.22369619584128253
2000-02-05,-6.235616675434463,9.041980027344884,-5.868686896166741,-0.3500476647574894
2000-02-06,-6.784372185629588,9.559744635996502,-6.086659027917571,-0.4835529367651764
2000-02-07,-4.810777784265053,10.154540190247754,-5.726846591751121,-1.274403119344492
2000-02-08,-3.822682316578512,10.60275559353474,-4.04829174283824,-2.196368642475788
2000-02-09,-2.429057264220592,11.857495783060823,-3.4531825955741384,-3.2172675012779166
2000-02-10,0.3317798993889771,13.050722181889316,-2.0492803225265046,-1.6282824845786372
2000-02-11,0.9891254374649415,14.220454408797726,-2.771343898429383,-0.680559272481873
2000-02-12,-1.056725299373313,15.523290947768515,-4.3011819383246355,0.694478115676594
2000-02-13,-1.2304474333135713,16.09570626655838,-3.5070517757893156,2.190787055515088
2000-02-14,-0.37788745998596807,15.494887756276556,-4.110361327090463,2.118348580992246
2000-02-15,-1.2946680571157916,14.43452051470587,-3.949011605097807,2.9653001013066334
2000-02-16,-1.2661440152306156,15.325152900061239,-3.3469206080884257,2.6964322285161426
2000-02-17,-1.1009519557068075,15.634272496817454,-3.3943109562750355,4.081012020457983
2000-02-18,-1.5704217541777261,16.71753799326292,-3.8872349004556743,3.781506441811798
2000-02-19,-1.003614082847177,16.45540717425361,-3.2441313422146134,4.0200778788717875
2000-02-20,-0.3373367963152599,17.469624120173542,-4.469319385753211,3.5753394680913875
2000-02-21,-0.49914782221478815,18.357374015473482,-3.481793764966886,3.0322878394173274
2000-02-22,-1.010372849106767,18.20803263550407,-4.5473863436202855,2.7761955122009323
2000-02-23,-1.917941557390728,20.594888634027342,-5.3069254705255835,2.281235575678573
2000-02-24,-2.527630480016789,19.89850962728491,-4.42426844161583,1.384942240530601
2000-02-25,-1.084090847088628,18.664945727959587,-2.6541538517957175,-0.5122844295453937
2000-02-26,-0.38180492981551806,19.119220259932757,-2.581134440525088,-1.0840213288237464
2000-02-27,-2.780543503920816,17.613495034610292,-3.7561171801871973,-1.1911703241023397
2000-02-28,-3.104001778649235,17.06680162423955,-3.2025393536042017,0.26551788841829405
2000-02-29,-1.027461821276249,17.71104449698908,-2.174006326030601,-0.5494347769784512
2000-03-01,-0.7758621867252626,19.223328506313756,-3.6713321660326494,-0.39242387230868403
2000-03-02,-0.35724255145035155,18.566146665495346,-2.977896189102734,-1.2270659431762923
2000-03-03,-0.994871063048536,16.171802407217285,-4.498754180652269,0.2691064740692475
2000-03-04,-1.8901865749614473,17.386366156323312,-4.302367950798124,0.8009411026343873
2000-03-05,0.9335097889909076,17.305620825472477,-5.279146167143895,0.4474785404637799
2000-03-06,-0.733590459789798,18.433132650626256,-6.838348717659603,-0.20615124343729208
2000-03-07,0.9933115191858604,18.691769535731137,-6.316734888976469,0.5290074609595536
2000-03-08,2.252410071806812,19.12752456310305,-6.658048234701723,0.7908319572451825
2000-03-09,2.056715051763475,19.506017200131755,-8.42774875116925,1.0044178736433698
2000-03-10,4.1733937198886055,18.177273476053493,-7.308715135486531,1.1854704556167786
2000-03-11,3.5998566179388503,18.405900119821524,-7.965036560352254,1.7110456944465442
2000-03-12,3.433861061231192,19.110827664668207,-6.196130928451401,-0.1256225101371844
2000-03-13,4.078890827781274,17.153541655217307,-5.588878801988754,-0.3407350726942466
2000-03-14,3.373057404582405,17.615227843217625,-4.160828223114463,-1.4060822467887342
2000-03-15,2.9023465391274446,17.73214972007208,-5.203225518858382,-0.5674332132716152
2000-03-16,3.198380065089734,16.832824246497612,-7.6619735219942555,0.31926933503107946
2000-03-17,4.111910699632918,17.647311557390182,-10.19798323389296,-0.15741281344503044
2000-03-18,4.841967324139246,17.656831932775592,-9.624508644015501,-1.8343036424051906
2000-03-19,4.608563340262063,18.09492391944115,-10.574020923723227,-1.2168272323116263
2000-03-20,4.9403087074170875,17.802189330475873,-8.834422018143213,-0.7408104234353727
2000-03-21,5.623416244350497,16.629995315235405,-9.009853656018658,-0.9918704692941871
2000-03-22,6.31724281444447,16.741107568470856,-9.122725287353807,-2.1023438583654626
2000-03-23,6.064932954903793,17.623079162565197,-9.66831050900625,-1.7643245946127915
2000-03-24,8.224104876210246,18.090716508061426,-10.07944215668353,-1.6734403262380637
2000-03-25,9.149567413921996,19.57963222454356,-9.339829721120775,-1.3785696970797094
2000-03-26,9.353104166123362,21.505357978273576,-9.097509056915314,0.16283381467380909
2000-03-27,9.970726476365627,21.494924803865512,-9.692961754653496,-1.3553178646707011
2000-03-28,7.656812659671273,21.818136535537814,-10.308060208525072,-1.939726432134303
2000-03-29,7.740773739973534,23.209245038470726,-8.474049005147192,-2.6704521503255716
2000-03-30,9.436063341430598,23.920018036655872,-7.304637554619703,-2.8271716186496385
2000-03-31,9.901369872892579,23.859541154143766,-7.968866447266652,-3.9467613566185396
2000-04-01,9.75251258339929,23.013837911840284,-8.164552683751912,-5.4328850405404205
2000-04-02,10.730134106027617,23.477098173552644,-9.25351086354036,-6.775368840828627
2000-04-03,11.836464283264482,24.879600616552576,-8.02702361009642,-5.09077842477943
2000-04-04,12.38362154141901,24.946412403622773,-8.847691862054726,-5.47526966948612
2000-04-05,12.129907596269335,25.026037756524044,-8.535746050108857,-5.5396469413273
2000-04-06,12.030584908621103,26.622255216014402,-9.709047279736419,-3.7477672071478265
2000-04-07,10.815247985688316,26.48651708932116,-9.450423088813377,-4.796950107611919
2000-04-08,10.264163152251369,26.620984459389415,-8.151861786881796,-4.438800175690194
2000-04-09,11.035359201127928,27.6417150089378,-8.60622823573069,-3.227540373558223
2000-04-10,11.150824663879973,29.408613799023172,-7.738752611342894,-3.648005905019696
2000-04-11,14.309740891521784,28.772604334186,-7.323031106758074,-4.075451980661312
2000-04-12,14.257089151723866,27.79598558129648,-5.990725524235404,-6.275318007066085
2000-04-13,15.10571300265959,26.66753582093349,-6.564810057396024,-7.2485113448484615
2000-04-14,15.512419897508314,27.527987913196654,-5.881035449753566,-6.940091487893029
2000-04-15,15.295982965155508,27.178196849167602,-6.14901663158921,-7.1897146524562245
2000-04-16,13.849419967395303,24.707798921616128,-7.7553849736807345,-7.229294334791501
2000-04-17,11.598010877115572,26.170449191564938,-7.219379589775681,-7.609001172561429
2000-04-18,11.127664856094425,26.495294521962215,-7.478565902282689,-5.681176034329172
2000-04-19,10.975098599051858,25.118412901532203,-8.760092440935846,-6.18924230481702
2000-04-20,10.528039435798402,23.165091719027902,-9.555299606929486,-6.270418964136557
2000-04-21,10.308012912555473,23.844578504837376,-9.162943459714262,-8.317073036835902
2000-04-22,10.381714807458886,22.868956846566665,-8.247546563295653,-7.932930258963501
2000-04-23,10.99280909261147,23.869423941540372,-7.75075418382533,-8.181862629842385
2000-04-24,8.225680174395022,24.224463764224986,-6.046194360168017,-9.352363709766896
2000-04-25,8.71748643195554,24.52478037943569,-6.3937513515934254,-7.931186982480854
2000-04-26,8.457794345379467,24.357562960607442,-7.823291640174023,-5.913932212824946
2000-04-27,6.120111205719521,22.705289593828024,-7.080111173437176,-6.5416228855251
2000-04-28,6.138451380346345,23.162442798059313,-6.41302295183676,-6.898867335176147
2000-04-29,6.572880640246812,22.917075820821918,-7.054098681250206,-8.74236511385858
2000-04-30,7.7408327617093375,23.58920640072676,-5.9500313661096085,-9.464795511601448
2000-05-01,6.585709349808965,22.48825086326805,-6.567241784782274,-9.58992741228526
2000-05-02,6.333725856590822,23.228989949457127,-6.698047233316166,-9.516561720789305
2000-05-03,7.910278997838381,22.473394787120863,-6.510487373782123,-8.296844163830217
2000-05-04,8.378995078393316,22.522732317397246,-6.933800340235599,-7.432457506965685
2000-05-05,8.62842443275012,22.966965457035023,-6.207615168748164,-6.418167679581924
2000-05-06,8.390381412019808,20.752029342598842,-6.927787860800926,-6.774678992232629
2000-05-07,8.564693417765914,20.86377888347762,-6.04535895133722,-8.099873044183573
2000-05-08,9.865763692220884,21.944423771458236,-6.854500252246592,-6.504890009848636
2000-05-09,9.245962007952668,22.95310912899293,-4.270753774625182,-5.266462817431446
2000-05-10,9.210942572069811,22.926665174438405,-3.4868610850875896,-6.255897164381306
2000-05-11,10.236612466867397,21.838229406105775,-4.298963879610236,-6.224486976948798
2000-05-12,10.818545612967664,21.80347583126304,-1.6705666414651041,-7.7529334200049895
2000-05-13,12.125551169779278,21.127903030732767,-0.5648877240589043,-7.402400047343688
2000-05-14,9.978855435696811,20.651026786999804,-0.04991371091946473,-8.945578362325179
2000-05-15,11.565202317772451,20.379550216326642,-0.42014212938300194,-10.03041389402481
2000-05-16,12.285272889825071,22.096760976667184,0.09006117425037091,-9.808477025162992
2000-05-17,11.993777455913627,22.160303058871058,-0.9467359087785605,-9.723096538509648
2000-05-18,12.580355455870322,23.666602633955033,1.1475633512536063,-11.673538435040193
2000-05-19,12.241270281022992,21.91865930775906,-0.2766958636464094,-12.40875801587807
2000-05-20,13.063065929030161,22.13316225991993,1.4986159897900877,-12.043585431566509
2000-05-21,12.20002844311825,22.575260259929415,0.8435824343076178,-11.288187137562273
2000-05-22,12.387605971225211,21.442047773562035,0.15648983905344616,-12.42347225805364
2000-05-23,12.332447944799926,21.32160718204216,1.073572604328773,-12.25794877510766
2000-05-24,12.680619047284912,21.585760049539164,1.355910305203371,-13.7977413814993
2000-05-25,13.778552995972042,22.829705480505897,0.9981179181730138,-15.10922650309671
2000-05-26,15.675937107414018,22.916576384116347,0.6496025666705302,-15.369285069894689
2000-05-27,16.66470903386406,22.777140116724933,1.4730807138838689,-14.422177188423207
2000-05-28,16.67077838426449,22.96760136309284,2.011836883308205,-14.312840357641178
2000-05-29,15.606319590938467,22.959902800003604,1.6767850472295764,-14.82718221679222
2000-05-30,14.332414193660224,21.71864454242542,1.3594645248012838,-15.663840936732571
2000-05-31,14.734281670347785,22.33636764272301,1.0546495270553071,-15.028353309338005
2000-06-01,14.008857135180065,21.09878733463266,1.4684478530319696,-15.268090918123573
2000-06-02,14.109424501333008,20.983418829021485,1.7461406936363641,-14.473980111045403
2000-06-03,14.117945479337145,21.8850918724148,2.535639650952908,-14.02499222426249
2000-06-04,13.257975192124647,20.41378194413129,4.362449758966168,-13.77908470958885
2000-06-05,16.29712591661128,20.380309838503493,6.051222028286352,-15.74004005676413
2000-06-06,15.397686272460867,19.183377948385814,6.085029724864557,-15.776304627861403
2000-06-07,14.528452553075663,19.5751978735072,5.550860231860729,-16.558357655860938
2000-06-08,13.861436377895389,19.59655824268755,5.226160521176087,-14.156452367128233
2000-06-09,13.31119430091626,19.24572288366359,5.333601796615774,-13.737076443367412
2000-06-10,14.127163668698067,18.802025206401865,5.238530358518681,-13.536901995765154
2000-06-11,15.128956156381198,19.067562257602916,5.470808651604596,-12.519361153804336
2000-06-12,14.70950940880512,18.70359587628623,5.237327751168685,-12.573347901931735
2000-06-13,14.474161260842658,20.007057531957525,3.0749850696333185,-13.380457247884296
2000-06-14,15.584866303911053,20.485949116404278,2.3643022241224236,-12.788363922653865
2000-06-15,14.744763623026364,20.248161381014565,2.5496280358758128,-13.171235447280674
2000-06-16,14.97565357800741,18.729310344310715,3.0455663093472745,-13.970083936272987
2000-06-17,13.598789590196446,19.179723871140034,2.4278588866213635,-13.441868468054919
2000-06-18,16.121079747397822,20.917759377072965,3.9808648536853286,-13.732506496217244
2000-06-19,16.415054702940978,21.839220447196407,2.9482921642872397,-12.165242971751445
2000-06-20,16.071940582760895,21.15864587953023,3.8783546074232906,-12.1480431812685
2000-06-21,14.942130844958069,20.38526880540648,3.230357402488485,-11.941633986266776
2000-06-22,14.714347008045646,20.715354339317155,3.3800611959591187,-13.63640780298898
2000-06-23,12.156638161441514,21.246414136910843,3.4598319441591587,-13.557316413428468
2000-06-24,12.080543058618264,23.172631556040734,4.937788099082465,-14.595799016191798
2000-06-25,12.666719799389794,21.830531273533516,3.2035216297558993,-13.033423244655841
2000-06-26,11.202766026057201,20.914773512551662,4.84526557921111,-13.23042956103924
2000-06-27,10.003554518180858,20.637328862228124,5.646954716530463,-14.274224015354964
2000-06-28,10.070427294235563,20.833009996836523,5.886732913714585,-14.968925811653088
2000-06-29,9.622150256568593,21.6333306073973,6.936715176818982,-15.839513510344768
2000-06-30,9.909536435093353,21.790669525984686,6.552230008911938,-16.89781736385502
2000-07-01,9.23606390810744,22.155291991348772,3.5364960333048194,-15.669115870202859
2000-07-02,10.558846662195016,22.26724317606383,3.7259929842660147,-15.902272201264546
2000-07-03,10.07507197432661,22.360706853058385,1.9609641997627862,-17.462084735611104
2000-07-04,9.500205014849548,21.436160595111087,1.7929867295563424,-17.662849948308974
2000-07-05,9.854727170324654,21.876596214896107,2.5017313774638787,-18.46460772294925
2000-07-06,11.771679858677436,23.178057756874598,3.2092898915964954,-18.539804648202384
2000-07-07,11.6805403290699,22.459024344693812,1.9693328965448733,-19.315778757147562
2000-07-08,11.591634730901344,23.421621042357742,2.3924902853013874,-20.11815676804189
2000-07-09,13.672230673109103,22.602656980805488,2.012036580932776,-19.62171622195157
2000-07-10,13.990387643016808,22.741167839211812,2.6300096423177326,-19.06522056543661
2000-07-11,13.348147944155881,21.951882691293868,2.8892135774931123,-17.407960037635487
2000-07-12,14.36962798380593,23.754585359317296,3.3348858054636357,-17.354247233189255
2000-07-13,14.367276564754219,23.485536144411974,2.5870017658718183,-17.581928348510868
2000-07-14,14.52734651287974,23.821270743672468,1.8275210728503208,-17.359659016574913
2000-07-15,15.026064057252512,24.157843436929006,2.2684071818486333,-15.806240747596433
2000-07-16,14.709039898395822,23.510038586465615,2.163958677971637,-15.541963426526753
2000-07-17,13.895308568688744,24.893537238206072,2.179705455860781,-15.944509736924863
2000-07-18,12.388252057224943,24.327021368287173,2.2213582802268297,-15.174220080604579
2000-07-19,13.32750281195294,24.04714032658968,1.0250539244015835,-13.940398814269379
2000-07-20,13.277473985821816,27.18010812965078,2.4252884527901077,-14.063531238585632
2000-07-21,15.259827865834659,28.05485163054702,4.637800850536846,-15.274179587344191
2000-07-22,15.20983632594866,26.763580542946016,4.615506164862012,-15.41889329938291
2000-07-23,15.714070431743119,26.5757413484018,6.4698427739546895,-14.348181224228014
2000-07-24,15.635803749281317,28.034902229799663,4.864742004383015,-13.46889931201061
2000-07-25,16.061326620506183,29.029795737926488,3.112163104313395,-13.687683240606052
2000-07-26,17.03000030659726,28.220561095582166,4.0213015441312585,-15.31173264480415
2000-07-27,16.420937137967403,29.095521738090554,2.063172908674077,-15.984965025451913
2000-07-28,16.975980612770734,29.429788704868034,1.7890235677102964,-13.43112510762137
2000-07-29,16.147016443317952,29.412110193881304,0.5912349635277327,-14.13633727874546
2000-07-30,14.823702994501359,29.63903022595434,2.2411068745895095,-14.42317613918553
2000-07-31,13.867412761912023,31.131280885349746,3.8474491403250015,-13.565242680052963
2000-08-01,14.217860837882192,31.0342357953175,2.9476649459410256,-14.051624150777238
2000-08-02,13.24119035545375,31.21003698603958,3.703671631344128,-13.775330281093282
2000-08-03,13.759144844200224,32.03480129914605,4.45170452090898,-13.841821324690663
2000-08-04,14.91903792432364,31.49073607166238,4.854805830492143,-14.887114680510274
2000-08-05,15.893568253911285,31.035932957414357,4.489342910484741,-14.203531377745712
2000-08-06,18.043812531288292,32.487814625621205,4.467263312755142,-15.339658925643398
2000-08-07,17.57981568679262,31.117549259684452,4.050921224596618,-15.694905068465923
2000-08-08,16.858127030123654,28.165565057057034,4.491526331129746,-15.382820531333785
2000-08-09,15.01011074305464,28.92602295759915,3.5133328008428957,-14.580790413848266
2000-08-10,14.459831828808113,29.04438083594127,4.352900047980503,-14.135030171523736
2000-08-11,14.193311800174444,29.031369127157237,3.411209150914954,-12.471148543239806
2000-08-12,12.918641589971136,29.980577069732277,4.019090552567551,-12.91487191351735
2000-08-13,13.362519947067126,29.39767602725245,5.151052934853928,-11.51415298378191
2000-08-14,11.161050115350609,28.722906278384716,4.86348273527109,-11.774789262947222
2000-08-15,10.637005495354988,28.981989188522743,4.727306004787904,-11.101314524390036
2000-08-16,9.211091977072222,29.829903284619085,4.440219005213225,-10.850966283328807
2000-08-17,10.3836545316918,29.90095203057621,4.291719166916332,-11.485211342769755
2000-08-18,10.221344338542195,30.71843753360349,3.4840190968621596,-11.354287107345513
2000-08-19,9.762018280296356,30.635359635026337,2.41942623668648,-12.560297831540378
2000-08-20,8.979961055919363,30.30868591792528,2.301811855247849,-13.112222899255459
2000-08-21,9.161881014916645,31.859807422679946,2.39924335911959,-12.987020747896151
2000-08-22,8.799080188059841,32.27537059186589,2.5327465362992614,-13.435038445050536
2000-08-23,9.082429279076646,31.057367604413493,4.012197027007561,-14.42160623111012
2000-08-24,10.224810163714993,30.80935696992412,4.5753944556164905,-14.578999349884459
2000-08-25,9.287944213786744,30.447126953434353,2.059856616794476,-14.33372122590594
2000-08-26,11.06673983009364,31.069581416119735,1.672557902060604,-16.273712688122053
2000-08-27,10.994872262338948,32.99966893489799,3.410638856980074,-16.51335379451519
2000-08-28,11.054598616121952,33.320638394659674,2.858700112256616,-17.30130130301182
2000-08-29,10.931496640374167,34.187728550697,3.1066444293668782,-16.764474725715445
2000-08-30,10.602812113507262,33.59693401890236,2.0193597793476874,-16.020089819289264
2000-08-31,11.64774365052211,36.25712965542867,2.0456282093936697,-16.29482094384313
2000-09-01,9.89978528815367,37.1521576117446,0.9355639796760253,-15.619745994212202
2000-09-02,10.81182992408083,36.97802551183356,1.6961986009572882,-16.4563803000682
2000-09-03,11.916613162297928,35.91939999615943,0.8217332611044174,-16.971243824034463
2000-09-04,11.62294304190629,35.70350797316572,1.6659131570145203,-13.81864673422481
2000-09-05,11.135726312722861,37.801396616529416,2.5508209077144506,-14.776130022084711
2000-09-06,10.17671149143273,37.44331521186933,1.9979480887664232,-16.456860598866502
2000-09-07,9.489490373841551,37.709351795208114,0.6092795497970178,-15.151851812740087
2000-09-08,9.017509231563483,37.756152717790194,1.4604721654210229,-17.67397992883972
2000-09-09,9.466050324868505,37.1458783810696,0.8854707723316599,-17.83530497932317
2000-09-10,8.61285708433795,38.222356274656,0.07772545648611173,-17.1404877079058
2000-09-11,10.90520019908603,39.00981716082734,1.4653026889622582,-16.63575637698291
2000-09-12,10.907453790661387,38.85688289074445,2.7175473757886355,-18.761696765860485
2000-09-13,8.962847780636663,37.997466155608706,4.87368873252438,-18.118331644654923
2000-09-14,9.30019872814748,37.29835005978422,5.5695960768726245,-17.497364693301876
2000-09-15,11.61860061682728,38.86291401574919,3.4385115390826244,-17.239498063311924
2000-09-16,10.056358840920412,39.53174624149895,2.8625771109957108,-14.882169170905586
2000-09-17,10.359816987457194,39.2483017884783,2.3174980454085055,-14.711057322417611
2000-09-18,9.709472572518791,40.74494786390606,2.2842840271165117,-13.927899801118073
2000-09-19,10.474078911991432,42.81282234671089,4.183901812650184,-13.810501427659043
2000-09-20,9.49070334427958,43.11263816042328,6.518943862983749,-12.30327060470789
2000-09-21,8.728366162836656,45.81958081111989,5.104838464440839,-14.178146119306879
2000-09-22,8.655901049810057,45.626544060322686,4.967022620561037,-13.856916335313246
2000-09-23,8.618195599182954,46.05365016880384,4.027131475027627,-13.258866365674274
2000-09-24,8.48905465083675,45.1081532700469,3.347765227030994,-12.571891184095643
2000-09-25,8.43539615221652,44.85912070130611,4.643930588338285,-13.637052932263238
2000-09-26,7.651984774269417,45.14447895534984,5.7076307918033455,-13.134866191861537
2000-09-27,7.312356254049797,41.80755549598926,4.5387380354596605,-12.582665779454178
2000-09-28,8.227201332953676,42.224334225150486,4.216565769931324,-12.727439298319094
2000-09-29,8.835011680360855,41.159009116847045,3.499657538927333,-11.70493911498977
2000-09-30,8.925861778114859,41.02904901346198,2.947930587542093,-13.022102966161409
2000-10-01,11.235339609521109,42.18117905696919,1.2729486771780654,-14.099379069813905
2000-10-02,11.32377962963733,41.81059972907746,3.4952032524165455,-12.702058776336896
2000-10-03,11.329869510626631,39.57421976348279,2.2808165818388586,-12.231628954552152
2000-10-04,10.99356658498816,39.64721858892478,-0.41095426396735313,-12.264643042580433
2000-10-05,11.11379307821589,39.97016596237573,-0.9573693915102169,-11.684424540037218
2000-10-06,11.23396756222988,39.854485229134184,-2.355726562740404,-10.786425439629198
2000-10-07,11.579753228014615,40.85584073271378,-1.5271966585223464,-10.31904171397923
2000-10-08,9.311709450777288,40.700977261055606,-2.37023227079189,-10.149488924538064
2000-10-09,7.47020682403127,39.94535621473086,-2.420335378509113,-8.813262017389714
2000-10-10,8.522946692732761,41.2085913435402,-1.2699749490761205,-9.209800293481718
2000-10-11,8.762916980887663,43.35640913079804,-1.2641348610175414,-8.914215138682883
2000-10-12,10.437555160878846,44.58666468312688,-1.8678998136557605,-9.319253172973047
2000-10-13,10.73446988433152,45.89988668554823,-2.205706395582791,-10.50958686454147
2000-10-14,9.946393218233057,46.50239827752662,-2.32691453777053,-10.334091734758246
2000-10-15,11.300016133891589,47.014584147101125,-2.9761005268485228,-8.661748556029481
2000-10-16,11.264629608256218,46.94400042094369,-1.100871134338291,-8.366642375818392
2000-10-17,12.07789272194399,47.95542557596221,-1.8920168872444063,-8.201842170304129
2000-10-18,12.85663264317319,47.50476008744352,-0.49039496706827235,-8.60979196945295
2000-10-19,13.776415414166683,47.87747928480277,-0.6818321422808408,-7.672707438798149
2000-10-20,15.086556869020278,48.95613223922157,-3.1983042973303837,-7.831393930981275
2000-10-21,15.107748857396812,49.04280414993948,-2.4228709729747178,-9.101841984527331
2000-10-22,13.44663714960123,49.344948816085676,-1.2975151849606612,-9.752550425566584
2000-10-23,14.044254549688869,48.678789150530605,-3.0839680596806986,-9.832639618870024
2000-10-24,13.566804812424353,49.73588979544627,-2.924443846923623,-11.329480685509814
2000-10-25,12.944720657744204,49.3689680840112,-3.1182631502259115,-11.881775735301463
2000-10-26,14.26776518405651,49.674642125507944,-2.9347398970044627,-11.885653555658106
2000-10-27,14.854706181842296,50.13602005720587,-2.805086806284569,-11.398866813446958
2000-10-28,15.79977185458999,51.10184652080792,-3.2910216942453134,-11.147676992111533
2000-10-29,15.658291279154627,51.173445022660104,-3.6012407715287487,-10.65752601494706
2000-10-30,16.046165506075198,52.1751112739425,-4.846697901870881,-10.339569225050273
2000-10-31,16.10876439470558,51.05963320333044,-5.719271514839403,-9.750460415833917
2000-11-01,15.204382693892438,51.02138530027644,-4.792447498959154,-8.787299020153057
2000-11-02,16.369477632748787,50.32386197753609,-5.102583747154576,-9.809783849816569
2000-11-03,17.722916186275594,50.07526313720055,-5.851013005672786,-11.049942322770963
2000-11-04,17.389257799306197,50.71629058190722,-7.886855844530457,-11.044563839635513
2000-11-05,16.784638167898585,50.038375789283634,-7.3305205279938335,-12.389197158741121
2000-11-06,15.664846906122825,52.362452015690714,-6.493432566874617,-10.934826735762911
2000-11-07,15.51444111569432,53.242897951835474,-7.147174465666458,-10.092567421784398
2000-11-08,15.992933222196465,54.10340455599153,-7.202458805079333,-9.580329045517129
2000-11-09,15.64391900292417,53.54017757194206,-7.526295648910018,-9.084600949461104
2000-11-10,16.881823091211405,52.461772161999775,-6.348888860192987,-9.606579219909863
2000-11-11,16.109825578392634,52.68173088736631,-5.966751220088253,-10.8951244270345
2000-11-12,15.140814126915279,53.49620163808149,-5.7753104015198256,-10.362594285796998
2000-11-13,15.054231383139767,53.391932485022174,-4.320984331294952,-10.14996230508539
2000-11-14,16.040244078454776,52.7828240421234,-3.569716119517013,-11.458880806669178
2000-11-15,17.62314274014003,52.22019610426147,-3.7077070934422047,-9.91932776201195
2000-11-16,18.641713344354862,52.39809066173657,-3.3273109151668567,-10.478355867057134
2000-11-17,18.204140287754154,52.52531480124733,-4.327969173837902,-10.053997900472332
2000-11-18,18.35948094742418,52.634165712792175,-3.30307987430462,-9.02975906025289
2000-11-19,17.601654014259704,51.332578618005144,-4.98434106871495,-7.760181179574272
2000-11-20,16.410887825731503,50.29304819924297,-3.8277050452301173,-7.026908941044234
2000-11-21,16.776169472529315,48.90590880334782,-4.844071071921027,-6.288277982135624
2000-11-22,18.169960298960337,49.68414488651693,-4.4537235288822625,-6.647481187639967
2000-11-23,18.797436276034777,51.03903980859347,-2.996397440694738,-7.5986506222076375
2000-11-24,17.262228517091412,51.76362264067464,-3.040283697074237,-6.434339533009212
2000-11-25,15.452517725046595,50.816341123226884,-2.5714666767308194,-7.3690171366599575
2000-11-26,15.164018290342163,51.00053712380563,-3.6407178221875616,-8.790926033144272
2000-11-27,14.721622996956032,50.69398007049593,-2.7707644675451624,-9.477110782940025
2000-11-28,14.798064943244494,52.197271422430155,-2.571145474909746,-9.461258420734941
2000-11-29,12.985603174061332,52.34415410619449,-2.327300615307139,-8.321738491063071
2000-11-30,12.790963646904377,52.51875243807789,-2.2600433363454373,-8.082829436158521
2000-12-01,12.842536745245585,52.43710949980662,-3.891810303459902,-9.195766605898637
2000-12-02,14.931361081222626,52.925358129912915,-2.8644124838804412,-9.951133789320286
